2019 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H2108,Local CCP,"Bravo Health Mid-atlantic, Inc.",Cigna-HealthSpring,CIGNA,70%,81%,74%,65%,76%,54%,99%,78%,94%,97%,98%,64%,77%,99%,82%,76%,68%,63%,40%,69%,12%,77%,82,76,88,83,81,84,0.22,9%,Medicare shows only a Star Rating for this topic,95%,88%,98%,97%,39.9,80%,0.22,9%,Medicare shows only a Star Rating for this topic,83,88,98,75%,78%,75%,78%,79%
H2134,Local CCP,"Western Sky Community Care, Inc.",Allwell,Centene Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2150,1876 Cost,Kaiser Fndn Hp Of The Mid-atlantic Sts,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",90%,93%,82%,68%,83%,69%,100%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,83%,93%,99%,90%,94%,88%,57%,42%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,84,79,89,87,88,84,0.16,3%,Medicare shows only a Star Rating for this topic,98%,98%,Plan not required to report measure,Plan not required to report measure,0.1,Not enough data available,0.16,3%,Medicare shows only a Star Rating for this topic,90,92,100,87%,88%,87%,87%,92%
H2161,Local CCP,"Upper Peninsula Health Plan, Llc",Upper Peninsula Health Plan,"DLP Marquette General Hospital, LLC",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,89%,92%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,No data available,89%,84%,80%,68%
H2168,Local CCP,Village Senior Services Corporation,VillageCareMAX,"Village Care of New York, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,92%,17%,13%,15%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,85%,84%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,89%,77%,79%,66%,81%
H2171,Local CCP,"Care N' Care Insurance Company, Inc.",Care N' Care Insurance Company,Texas Health Resources,No data available,74%,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,58%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,72%,100%,94%,72%,Not enough data available,Not enough data available,Not enough data available,39%,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100%,98%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,76%,84%,79%,Not enough data available,79%
H2172,Local CCP,Kaiser Fdtn Hlth Plan Of The Mid-atlantic States,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",90%,93%,82%,68%,83%,69%,100%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,83%,93%,99%,90%,94%,88%,57%,42%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,84,79,89,87,88,84,0.16,3%,Medicare shows only a Star Rating for this topic,98%,98%,Plan not required to report measure,Plan not required to report measure,0.1,Not enough data available,0.16,3%,Medicare shows only a Star Rating for this topic,90,92,100,87%,88%,87%,87%,92%
H2174,Local CCP,Trillium Community Health Plan,Trillium Medicare Advantage,Centene Corporation,69%,63%,73%,75%,83%,46%,97%,51%,89%,90%,94%,Not enough data available,83%,94%,72%,71%,76%,71%,44%,47%,10%,80%,78,79,86,82,82,84,0.30,3%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,93%,94%,13.3,Not enough data available,0.30,3%,Medicare shows only a Star Rating for this topic,82,88,98,81%,80%,80%,59%,78%
H2185,Local CCP,"Lifeworks Advantage, Llc",LifeWorks Advantage (HMO SNP),"MFA Lifeworks, LLC",Not enough data available,Not enough data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,99%,63%,73%,11%,Not enough data available,39%,No data available,0%,Not enough data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,16%,No data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,95%,93%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,100,89%,74%,82%,88%,81%
H2224,Local CCP,"Senior Whole Health, Llc",Senior Whole Health,"Magellan Health, Inc.",79%,83%,77%,71%,79%,57%,97%,97%,90%,98%,98%,17%,84%,97%,78%,73%,80%,82%,56%,65%,12%,85%,81,78,88,87,89,86,0.05,3%,Medicare shows only a Star Rating for this topic,96%,83%,95%,93%,1.6,Not enough data available,0.05,3%,Medicare shows only a Star Rating for this topic,87,89,98,87%,84%,83%,84%,86%
H2225,Local CCP,"Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance, Inc.",79%,81%,75%,76%,79%,62%,100%,90%,97%,99%,99%,25%,82%,96%,73%,80%,82%,84%,57%,73%,11%,87%,84,78,90,88,90,85,0.06,3%,Medicare shows only a Star Rating for this topic,100%,100%,78%,78%,2.5,Not enough data available,0.06,3%,Medicare shows only a Star Rating for this topic,89,91,99,85%,84%,81%,83%,87%
H2226,Local CCP,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",83%,85%,80%,73%,81%,60%,95%,83%,84%,94%,92%,32%,86%,97%,75%,59%,82%,81%,53%,38%,12%,88%,81,80,89,88,89,86,0.06,5%,Medicare shows only a Star Rating for this topic,100%,94%,98%,97%,0.6,Not enough data available,0.06,5%,Medicare shows only a Star Rating for this topic,88,91,99,84%,85%,81%,80%,87%
H2228,Local CCP,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",74%,80%,73%,68%,82%,51%,99%,60%,91%,86%,94%,51%,80%,97%,84%,77%,78%,58%,42%,52%,9%,78%,82,78,89,86,86,84,0.09,7%,Medicare shows only a Star Rating for this topic,100%,94%,98%,98%,0.5,100%,0.09,7%,Medicare shows only a Star Rating for this topic,84,90,99,81%,84%,81%,74%,77%
