2020 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H3725,Local CCP,Bright Health Insurance Company Of Illinois,Bright Health,"Bright Health, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3748,Local CCP,"Aetna Better Health Of Washington, Inc.",Aetna Medicare,CVS Health Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3749,Local CCP,"Unitedhealthcare Of Oklahoma, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",74%,80%,79%,65%,82%,47%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,50%,75%,97%,83%,78%,57%,43%,60%,9%,75%,84,80,92,87,88,86,0.11,9%,Medicare shows only a Star Rating for this topic,99%,97%,98%,98%,0.3,Not enough data available,0.11,9%,Medicare shows only a Star Rating for this topic,86,91,99,80%,84%,83%,76%,77%
H3755,Local CCP,"Community Care Hmo, Inc",CommunityCare Senior Health Plan (HMO),"CommunityCare Managed Healthcare Plans of OK, Inc.",81%,80%,78%,70%,80%,46%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,58%,74%,95%,80%,84%,56%,35%,80%,10%,79%,84,79,93,87,91,87,0.04,2%,Medicare shows only a Star Rating for this topic,98%,92%,98%,98%,7.1,Not enough data available,0.04,2%,Medicare shows only a Star Rating for this topic,87,90,98,78%,83%,81%,64%,72%
H3777,Local CCP,"Experience Health, Inc.","Experience Health, Inc.","EXPERIENCE HEALTH, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3794,Local CCP,Care Improvement Plus Wisconsin Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",81%,87%,70%,Plan too small to be measured,Plan too small to be measured,61%,99%,67%,95%,90%,97%,Not enough data available,83%,98%,84%,80%,74%,Not enough data available,64%,8%,84%,83,80,90,86,87,86,0.22,11%,Medicare shows only a Star Rating for this topic,100%,100%,97%,95%,0.0,Not enough data available,0.22,11%,Medicare shows only a Star Rating for this topic,87,90,99,82%,85%,82%,77%,82%
H3800,Local CCP,Provider Partners Health Plan Of Illinois,Provider Partners Illinois Advantage Plan,"Rifkin Managed Care Holding Company, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3805,Local CCP,"Unitedhealthcare Of Oregon, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",77%,80%,80%,68%,83%,52%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,53%,82%,97%,86%,82%,53%,44%,70%,7%,84%,83,80,90,87,84,86,0.12,8%,Medicare shows only a Star Rating for this topic,99%,99%,98%,98%,0.0,100%,0.12,8%,Medicare shows only a Star Rating for this topic,83,90,99,85%,88%,87%,71%,83%
H3810,Local CCP,"Allcare Health Plan, Inc.",AllCare Advantage,"AllCare Health, Inc.",70%,72%,58%,73%,81%,50%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,80%,93%,85%,53%,55%,43%,89%,5%,85%,82,81,92,87,88,86,0.06,5%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,92%,94%,33.9,Not enough data available,0.06,5%,Medicare shows only a Star Rating for this topic,86,92,100,82%,84%,85%,88%,74%
H3811,Local CCP,"Samaritan Health Plans, Inc.",Samaritan Advantage Health Plan,Samaritan Health Services,75%,74%,72%,67%,82%,50%,98%,CMS identified issues with this plan's data,94%,83%,92%,Not enough data available,75%,95%,88%,84%,57%,53%,66%,8%,86%,85,82,93,87,87,87,0.03,3%,Medicare shows only a Star Rating for this topic,100%,87%,89%,78%,10.4,Not enough data available,0.03,3%,Medicare shows only a Star Rating for this topic,84,92,97,84%,87%,86%,57%,80%
H3813,Local CCP,"Moda Health Plan, Inc.","Moda Health Plan, Inc.","Moda Partners, Inc.",81%,77%,74%,71%,85%,58%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,58%,82%,94%,76%,83%,48%,51%,57%,9%,84%,83,79,91,85,83,85,0.11,6%,Medicare shows only a Star Rating for this topic,95%,88%,94%,95%,16.9,73%,0.11,6%,Medicare shows only a Star Rating for this topic,79,89,99,86%,88%,86%,64%,77%
H3814,Local CCP,Atrio Health Plans,ATRIO Health Plans,ATRIO Health Plans,60%,67%,61%,65%,79%,48%,96%,CMS identified issues with this plan's data,84%,62%,85%,Not enough data available,68%,92%,67%,Not enough data available,72%,51%,59%,8%,81%,84,79,93,84,86,84,0.11,7%,Medicare shows only a Star Rating for this topic,100%,86%,91%,88%,4.3,Not enough data available,0.11,7%,Medicare shows only a Star Rating for this topic,85,90,99,81%,81%,81%,79%,73%
H3815,Local CCP,Alignment Health Plan,Alignment Health Plan,"Alignment Healthcare USA, LLC",80%,81%,71%,68%,81%,53%,100%,79%,98%,98%,98%,75%,83%,99%,96%,90%,63%,42%,68%,7%,87%,80,74,91,86,90,82,0.14,15%,Medicare shows only a Star Rating for this topic,96%,96%,94%,94%,1.3,100%,0.14,15%,Medicare shows only a Star Rating for this topic,87,88,99,89%,90%,88%,90%,88%
H3817,Local CCP,Regence Bluecross Blueshield Of Oregon,Regence BlueCross BlueShield of Oregon,"Cambia Health Solutions, Inc.",81%,83%,80%,67%,84%,52%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,52%,84%,92%,87%,82%,53%,48%,72%,6%,83%,84,82,92,87,85,86,0.03,3%,Medicare shows only a Star Rating for this topic,100%,93%,98%,95%,2.4,73%,0.03,3%,Medicare shows only a Star Rating for this topic,82,91,99,85%,88%,87%,72%,80%
H3822,Local CCP,Health Care Service Corporation,"Blue Cross and Blue Shield of IL, NM",Health Care Service Corporation,78%,75%,77%,71%,82%,57%,95%,65%,83%,75%,83%,36%,73%,97%,75%,78%,52%,44%,54%,7%,81%,81,76,87,86,84,86,0.25,18%,Medicare shows only a Star Rating for this topic,64%,64%,100%,94%,0.0,Not enough data available,0.25,18%,Medicare shows only a Star Rating for this topic,86,89,99,82%,85%,81%,88%,81%
H3832,Local CCP,Hawaii Medical Service Association,HMSA Akamai Advantage,Hawaii Medical Service Association,81%,81%,79%,68%,84%,54%,92%,91%,94%,99%,99%,47%,86%,97%,81%,71%,58%,38%,53%,7%,81%,82,75,90,85,86,85,0.03,2%,Medicare shows only a Star Rating for this topic,100%,71%,97%,100%,0.9,92%,0.03,2%,Medicare shows only a Star Rating for this topic,83,89,99,85%,88%,86%,86%,84%
H3864,Local CCP,Pacificsource Community Health Plans,PacificSource Medicare,PacificSource,74%,81%,81%,67%,81%,51%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,76%,98%,82%,80%,56%,45%,72%,9%,81%,83,81,93,86,86,87,0.07,5%,Medicare shows only a Star Rating for this topic,96%,97%,92%,89%,8.1,88%,0.07,5%,Medicare shows only a Star Rating for this topic,85,91,99,85%,87%,86%,86%,78%
H3890,Local CCP,"Hopkins Health Advantage, Inc.",Johns Hopkins HealthCare,Johns Hopkins Healthcare LLC,75%,70%,78%,Plan too new to be measured,Plan too new to be measured,55%,94%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,10%,67%,92%,80%,76%,53%,50%,62%,11%,80%,81,75,90,87,82,86,0.21,10%,Medicare shows only a Star Rating for this topic,87%,83%,94%,91%,0.0,Not enough data available,0.21,10%,Medicare shows only a Star Rating for this topic,81,87,99,82%,86%,83%,87%,79%
H3907,Local CCP,"Upmc Health Plan, Inc.",UPMC for Life,UPMC Health System,78%,76%,77%,68%,81%,44%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,35%,81%,96%,86%,77%,55%,48%,71%,8%,78%,86,82,93,87,87,88,0.05,5%,Medicare shows only a Star Rating for this topic,99%,98%,95%,95%,2.0,80%,0.05,5%,Medicare shows only a Star Rating for this topic,85,93,99,87%,89%,86%,72%,78%
H3909,Local CCP,Qcc Insurance Company,Personal Choice 65 PPO,"Independence Health Group, Inc.",73%,76%,84%,68%,81%,56%,94%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,27%,78%,91%,78%,72%,52%,56%,57%,9%,82%,85,80,90,88,87,86,0.07,6%,Medicare shows only a Star Rating for this topic,97%,92%,94%,95%,6.2,54%,0.07,6%,Medicare shows only a Star Rating for this topic,83,91,97,85%,87%,84%,59%,78%
H3916,Local CCP,Highmark Senior Health Company,Highmark Inc.,Highmark Health,78%,77%,79%,69%,85%,54%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,43%,77%,96%,90%,82%,58%,50%,81%,8%,81%,85,80,90,87,87,88,0.04,6%,Medicare shows only a Star Rating for this topic,99%,95%,100%,97%,4.3,85%,0.04,6%,Medicare shows only a Star Rating for this topic,86,91,99,87%,88%,86%,81%,79%
H3923,Local CCP,Capital Advantage Insurance Company,Capital Advantage Insurance Company,Capital BlueCross,73%,77%,78%,68%,85%,53%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,26%,75%,95%,78%,76%,50%,52%,55%,9%,80%,83,79,91,87,86,87,0.07,5%,Medicare shows only a Star Rating for this topic,98%,94%,97%,94%,3.8,91%,0.07,5%,Medicare shows only a Star Rating for this topic,84,92,99,87%,89%,87%,82%,79%
